Geneid	Length
FBgn0050486	859
FBgn0267024	1157
FBgn0033777	2481
FBgn0266633	1244
FBgn0000181	1546
FBgn0263446	2199
FBgn0033778	1947
FBgn0025692	1285
FBgn0263445	2060
FBgn0002069	2266
FBgn0013305	2590
FBgn0266634	1673
FBgn0003975	3463
FBgn0267957	733
FBgn0285940	2443
FBgn0285941	1693
FBgn0265654	831
FBgn0010488	5665
FBgn0033781	691
FBgn0033782	1572
FBgn0033783	2865
FBgn0033784	2105
FBgn0033785	1905
FBgn0050487	728
FBgn0004512	4396
FBgn0265186	1917
FBgn0265185	1100
FBgn0033787	2043
FBgn0005624	6332
FBgn0265427	629
FBgn0053798	537
FBgn0265623	6721
FBgn0033788	2562
FBgn0033789	511
FBgn0033791	6020
FBgn0265429	946
FBgn0033792	4040
FBgn0033793	997
FBgn0033794	2778
FBgn0259876	4387
FBgn0263998	7757
FBgn0020370	4813
FBgn0085468	844
FBgn0020391	3235
FBgn0033798	586
FBgn0033799	1215
FBgn0086532	1830
FBgn0266635	2186
FBgn0053138	2322
FBgn0053137	623
FBgn0033802	8422
FBgn0053182	6742
FBgn0028991	6060
FBgn0027079	3412
FBgn0005654	3315
FBgn0085344	3315
FBgn0033806	3486
FBgn0085341	1827
FBgn0050058	1761
FBgn0085264	1761
FBgn0033807	1272
FBgn0033808	988
FBgn0033809	2178
FBgn0033810	797
FBgn0040754	423
FBgn0043010	1396
FBgn0011763	3198
FBgn0264539	288
FBgn0033812	1768
FBgn0033813	1020
FBgn0033814	2620
FBgn0033815	1024
FBgn0033816	2159
FBgn0033817	1008
FBgn0266816	1050
FBgn0002789	948
FBgn0033818	2251
FBgn0033819	2355
FBgn0265443	1002
FBgn0033820	860
FBgn0033821	592
FBgn0259219	3541
FBgn0052843	3284
FBgn0033826	1011
FBgn0033827	1914
FBgn0265104	2308
FBgn0262391	100
FBgn0033828	712
FBgn0266851	1011
FBgn0033830	1458
FBgn0263774	3792
FBgn0041579	900
FBgn0033834	4681
FBgn0283462	1160
FBgn0033836	1677
FBgn0267026	323
FBgn0053470	1159
FBgn0260475	1683
FBgn0259221	9093
FBgn0265272	670
FBgn0011881	74
FBgn0011909	83
FBgn0011882	74
FBgn0011883	74
FBgn0011884	74
FBgn0011885	74
FBgn0011910	83
FBgn0050065	673
FBgn0019928	839
FBgn0050509	74
FBgn0013765	6196
FBgn0050062	610
FBgn0086757	2257
FBgn0000119	6024
FBgn0262821	569
FBgn0033842	1654
FBgn0040477	1015
FBgn0033844	2843
FBgn0004638	2946
FBgn0033845	4815
FBgn0033846	3585
FBgn0024556	1776
FBgn0260964	8134
FBgn0033848	2129
FBgn0033850	1412
FBgn0033851	1072
FBgn0011896	73
FBgn0033853	3271
FBgn0053156	3323
FBgn0014877	1065
FBgn0033855	1394
FBgn0083006	148
FBgn0263472	151
FBgn0263459	151
FBgn0033856	2224
FBgn0261989	2101
FBgn0261990	640
FBgn0265496	2633
FBgn0265497	1591
FBgn0027581	3745
FBgn0266489	3439
FBgn0033859	2793
FBgn0033860	2074
FBgn0262360	455
FBgn0085265	945
FBgn0033861	506
FBgn0000633	5978
FBgn0033862	2104
FBgn0033863	2643
FBgn0033864	3859
FBgn0266391	316
FBgn0266392	664
FBgn0033865	1427
FBgn0033866	3706
FBgn0033867	3427
FBgn0033868	2122
FBgn0264358	448
FBgn0264359	586
FBgn0033869	867
FBgn0261041	6273
FBgn0000662	2977
FBgn0033871	662
FBgn0033872	3924
FBgn0033873	1402
FBgn0033874	1312
FBgn0033875	1441
FBgn0033876	2710
FBgn0050484	3274
FBgn0050485	3102
FBgn0283553	57
FBgn0033879	1124
FBgn0033880	1145
FBgn0265498	1178
FBgn0086356	2353
FBgn0263697	1481
FBgn0033883	1316
FBgn0033884	2036
FBgn0013733	30414
FBgn0033885	735
FBgn0262739	8278
FBgn0050481	829
FBgn0053155	1193
FBgn0033886	1672
FBgn0013770	2066
FBgn0261975	803
FBgn0275436	1526
FBgn0033887	1183
FBgn0033888	1510
FBgn0033889	5412
FBgn0033890	2956
FBgn0033891	1336
FBgn0020620	5164
FBgn0002643	8869
FBgn0263539	147
FBgn0033893	477
FBgn0040752	9022
FBgn0259183	526
FBgn0259184	648
FBgn0262215	174
FBgn0033897	4142
FBgn0086895	3898
FBgn0040751	379
FBgn0033899	1475
FBgn0033900	2108
FBgn0033901	1570
FBgn0033902	1590
FBgn0033903	1460
FBgn0033904	1064
FBgn0033905	1401
FBgn0265499	1608
FBgn0033906	1576
FBgn0033907	546
FBgn0000289	5429
FBgn0050069	12808
FBgn0033911	2700
FBgn0005613	3651
FBgn0033912	865
FBgn0262407	63
FBgn0033913	3961
FBgn0261276	3968
FBgn0262427	58
FBgn0033915	3428
FBgn0033916	3423
FBgn0033917	1774
FBgn0010241	4256
FBgn0001220	2922
FBgn0033918	2001
FBgn0027538	1867
FBgn0033919	2835
FBgn0261270	1887
FBgn0261269	4343
FBgn0263397	12715
FBgn0033921	1942
FBgn0085408	6207
FBgn0033924	2984
FBgn0033925	1328
FBgn0033926	2371
FBgn0033927	1348
FBgn0033928	902
FBgn0033929	2176
FBgn0085213	715
FBgn0085471	831
FBgn0085472	790
FBgn0085473	920
FBgn0050067	728
FBgn0050072	1648
FBgn0050073	1648
FBgn0050074	587
FBgn0085214	450
FBgn0033931	755
FBgn0050075	703
FBgn0033932	2475
FBgn0033933	1514
FBgn0265500	508
FBgn0033934	1853
FBgn0033935	2027
FBgn0033936	4441
FBgn0013725	1839
FBgn0266815	466
FBgn0284250	5344
FBgn0265655	620
FBgn0267824	2632
FBgn0024698	4845
FBgn0261823	7167
FBgn0033942	651
FBgn0050197	481
FBgn0265974	7027
FBgn0050076	1829
FBgn0264540	474
FBgn0010397	2450
FBgn0033943	3339
FBgn0019938	5078
FBgn0050077	675
FBgn0003742	1844
FBgn0263487	139
FBgn0033945	688
FBgn0053469	651
FBgn0053468	607
FBgn0026427	10289
FBgn0010638	792
FBgn0033948	1417
FBgn0083123	808
FBgn0082951	100
FBgn0082940	80
FBgn0082939	80
FBgn0082926	80
FBgn0082950	76
FBgn0082952	76
FBgn0082941	71
FBgn0082931	91
FBgn0082930	87
FBgn0082929	85
FBgn0082919	78
FBgn0033949	1058
FBgn0262881	398
FBgn0261632	337
FBgn0033950	324
FBgn0033951	1018
FBgn0033952	1791
FBgn0033953	1111
FBgn0033954	1177
FBgn0033955	2870
FBgn0020269	3131
FBgn0050479	3601
FBgn0050480	3531
FBgn0263376	1665
FBgn0033958	4422
FBgn0010388	754
FBgn0012042	790
FBgn0041581	879
FBgn0028689	1945
FBgn0050476	546
FBgn0033960	2508
FBgn0033961	477
FBgn0266723	666
FBgn0033963	1584
FBgn0020767	4167
FBgn0259112	1372
FBgn0015602	1919
FBgn0001319	4391
FBgn0033968	821
FBgn0033969	2059
FBgn0266868	821
FBgn0033970	904
FBgn0016684	2660
FBgn0033971	2024
FBgn0027783	3690
FBgn0028434	950
FBgn0033972	1186
FBgn0033973	2074
FBgn0053506	1073
FBgn0053505	1690
FBgn0264962	7815
FBgn0013773	2165
FBgn0015714	1727
FBgn0033978	1761
FBgn0033979	1913
FBgn0013771	1964
FBgn0033980	1801
FBgn0033981	1631
FBgn0013772	1781
FBgn0033982	4078
FBgn0027596	7416
FBgn0033983	2838
FBgn0040747	329
FBgn0033984	4604
FBgn0033985	1377
FBgn0261854	6433
FBgn0033987	5142
FBgn0033988	2216
FBgn0050241	82
FBgn0033989	1834
FBgn0033990	1421
FBgn0264378	540
FBgn0029082	5478
FBgn0262547	405
FBgn0043530	398
FBgn0266791	562
FBgn0263613	581
FBgn0053467	567
FBgn0265650	448
FBgn0015371	6256
FBgn0262954	353
FBgn0033993	2000
FBgn0033994	1592
FBgn0013467	2894
FBgn0264379	350
FBgn0262478	795
FBgn0259966	538
FBgn0264377	444
FBgn0033995	1780
FBgn0033996	2106
FBgn0259737	795
FBgn0033997	1681
FBgn0033998	4746
FBgn0050081	1794
FBgn0033999	1555
FBgn0034000	801
FBgn0034001	594
FBgn0265656	201
FBgn0034002	3283
FBgn0001187	1493
FBgn0259878	3561
FBgn0265508	5545
FBgn0003328	5004
FBgn0034005	3361
FBgn0265194	9680
FBgn0265176	494
FBgn0034007	1566
FBgn0034008	1204
FBgn0004698	4830
FBgn0034009	4211
FBgn0013750	2196
FBgn0034010	824
FBgn0034011	1072
FBgn0265509	801
FBgn0034012	2089
FBgn0034013	5235
FBgn0011660	3040
FBgn0265651	901
FBgn0265652	246
FBgn0262965	455
FBgn0262964	777
FBgn0262565	802
FBgn0262815	593
FBgn0000996	3138
FBgn0026370	5540
FBgn0263980	14690
FBgn0266378	400
FBgn0014865	268
FBgn0050472	839
FBgn0085217	806
FBgn0034021	2614
FBgn0034022	3942
FBgn0034023	1800
FBgn0050469	1791
FBgn0050468	1800
FBgn0050464	1785
FBgn0034025	2765
FBgn0019968	9177
FBgn0050471	2435
FBgn0050467	1782
FBgn0034027	1698
FBgn0267589	414
FBgn0022097	1064
FBgn0034029	1548
FBgn0034030	1755
FBgn0034031	3669
FBgn0034032	2280
FBgn0024754	1830
FBgn0050466	2158
FBgn0013762	1604
FBgn0034033	735
FBgn0260429	2407
FBgn0262403	98
FBgn0023441	7287
FBgn0266636	351
FBgn0034035	1562
FBgn0262512	659
FBgn0050091	1681
FBgn0263377	2301
FBgn0284254	3395
FBgn0050082	843
FBgn0266708	1483
FBgn0050090	999
FBgn0265510	2834
FBgn0050088	926
FBgn0050087	834
FBgn0053460	946
FBgn0053461	864
FBgn0053462	1025
FBgn0261538	2791
FBgn0050080	2791
FBgn0050083	868
FBgn0050089	5204
FBgn0265991	10771
FBgn0034046	5130
FBgn0053465	1610
FBgn0003130	2458
FBgn0034045	3432
FBgn0034047	1137
FBgn0022160	2929
FBgn0050085	4605
FBgn0264089	9618
FBgn0053463	474
FBgn0265511	801
FBgn0034049	5326
FBgn0015247	2134
FBgn0034050	1057
FBgn0034051	2796
FBgn0034052	874
FBgn0034053	2108
FBgn0050093	540
FBgn0263576	60
FBgn0265045	32768
FBgn0034054	1472
FBgn0266379	566
FBgn0034057	1280
FBgn0034058	956
FBgn0034059	981
FBgn0020236	4339
FBgn0034060	5610
FBgn0034061	656
FBgn0034063	2041
FBgn0034062	1865
FBgn0010590	852
FBgn0034065	981
FBgn0034066	921
FBgn0034067	2342
FBgn0034068	2614
FBgn0034069	1053
FBgn0034070	6502
FBgn0034071	4466
FBgn0262446	91
FBgn0263334	605
FBgn0034072	6533
FBgn0083983	327
FBgn0034073	3133
FBgn0014020	2385
FBgn0265605	2283
FBgn0034075	4157
FBgn0034076	1758
FBgn0010052	2101
FBgn0050095	645
FBgn0086676	3656
FBgn0001124	1770
FBgn0050094	675
FBgn0027091	2453
FBgn0029175	2694
FBgn0034081	984
FBgn0034083	5506
FBgn0267655	549
FBgn0267656	646
FBgn0034082	1449
FBgn0034084	1148
FBgn0034085	4589
FBgn0015754	3459
FBgn0034086	941
FBgn0034087	6162
FBgn0262166	2147
FBgn0265177	456
FBgn0262026	2131
FBgn0265178	2308
FBgn0015295	3176
FBgn0034091	3286
FBgn0050237	72
FBgn0050238	72
FBgn0050239	72
FBgn0050240	72
FBgn0264496	1275
FBgn0034092	516
FBgn0034093	2892
FBgn0034094	2377
FBgn0034095	3367
FBgn0034096	579
FBgn0034097	708
FBgn0034098	2549
FBgn0034099	943
FBgn0261612	4259
FBgn0025519	1977
FBgn0015925	2013
FBgn0001308	3718
FBgn0053017	5479
FBgn0024249	712
FBgn0034103	456
FBgn0034104	465
FBgn0034105	1317
FBgn0034106	3684
FBgn0263976	458
FBgn0050324	648
FBgn0050099	762
FBgn0263981	1433
FBgn0028424	1495
FBgn0050100	762
FBgn0259718	762
FBgn0034109	1696
FBgn0034110	2833
FBgn0267793	9247
FBgn0085428	6586
FBgn0034113	4017
FBgn0050096	1130
FBgn0034114	2393
FBgn0262511	4023
FBgn0010611	2795
FBgn0034117	1878
FBgn0034118	1452
FBgn0262560	1663
FBgn0034120	914
FBgn0050098	809
FBgn0263335	745
FBgn0266861	700
FBgn0034121	3556
FBgn0034122	2345
FBgn0266855	1321
FBgn0266856	901
FBgn0262816	5093
FBgn0264273	5169
FBgn0029154	4198
FBgn0029153	4202
FBgn0034126	822
FBgn0034127	2103
FBgn0034128	939
FBgn0034129	1527
FBgn0261292	681
FBgn0261293	615
FBgn0034131	657
FBgn0053458	896
FBgn0053459	914
FBgn0034132	2055
FBgn0285943	2375
FBgn0011260	4171
FBgn0259795	2144
FBgn0034135	3712
FBgn0034136	3040
FBgn0034137	2637
FBgn0034138	810
FBgn0034139	1449
FBgn0034140	2008
FBgn0016131	2462
FBgn0265525	1374
FBgn0003274	604
FBgn0034141	1897
FBgn0034142	2211
FBgn0034143	2286
FBgn0034144	1664
FBgn0034145	5493
FBgn0040505	9730
FBgn0024232	7033
FBgn0020506	1549
FBgn0024319	1662
FBgn0024315	3282
FBgn0085486	1339
FBgn0085487	857
FBgn0050463	6101
FBgn0013763	1811
FBgn0262564	1024
FBgn0265657	308
FBgn0259967	820
FBgn0034151	1298
FBgn0034152	705
FBgn0034153	590
FBgn0015584	468
FBgn0053530	564
FBgn0267002	8066
FBgn0085218	482
FBgn0034154	723
FBgn0259738	640
FBgn0034156	2126
FBgn0010213	1015
FBgn0011743	1378
FBgn0053544	520
FBgn0034157	2801
FBgn0034158	3940
FBgn0040743	447
FBgn0034159	1429
FBgn0265658	501
FBgn0265529	470
FBgn0265530	1101
FBgn0034160	938
FBgn0263336	1380
FBgn0085488	1420
FBgn0085489	714
FBgn0263659	10400
FBgn0262432	87
FBgn0026754	1743
FBgn0265659	501
FBgn0265660	727
FBgn0025830	3293
FBgn0025832	1378
FBgn0026533	4138
FBgn0263462	166
FBgn0014870	5690
FBgn0028737	960
FBgn0034162	713
FBgn0025827	600
FBgn0046999	672
FBgn0034165	794
FBgn0025833	3406
FBgn0034166	1597
FBgn0262307	86
FBgn0004784	2351
FBgn0003091	5739
FBgn0264329	351
FBgn0264330	238
FBgn0034168	1524
FBgn0085219	1100
FBgn0262513	567
FBgn0085444	5824
FBgn0085220	647
FBgn0265174	1851
FBgn0034172	1395
FBgn0034173	1253
FBgn0265526	600
FBgn0011867	71
FBgn0265527	2301
FBgn0004580	2754
FBgn0050462	2423
FBgn0050461	2251
FBgn0034175	1464
FBgn0034176	1547
FBgn0034177	1482
FBgn0026402	1349
FBgn0034179	1770
FBgn0034180	4704
FBgn0034181	2753
FBgn0263864	4883
FBgn0265540	3240
FBgn0023172	8486
FBgn0263033	1526
FBgn0263032	1526
FBgn0263114	565
FBgn0266637	1188
FBgn0266638	1376
FBgn0034182	1866
FBgn0034183	1790
FBgn0034184	3435
FBgn0026721	2475
FBgn0086350	2168
FBgn0034186	3248
FBgn0034187	3474
FBgn0050460	7888
FBgn0010591	2163
FBgn0034191	1030
FBgn0010226	2275
FBgn0050456	3165
FBgn0034194	1759
FBgn0000079	1668
FBgn0266810	3542
FBgn0034195	1279
FBgn0000078	1606
FBgn0034196	614
FBgn0034197	1637
FBgn0266811	508
FBgn0083936	306
FBgn0034198	1217
FBgn0265541	731
FBgn0034199	453
FBgn0034200	2279
FBgn0262563	482
FBgn0262567	371
FBgn0265536	559
FBgn0065048	173
FBgn0050234	82
FBgn0050235	82
FBgn0065047	173
FBgn0034201	2443
FBgn0034202	1783
FBgn0050458	614
FBgn0050457	646
FBgn0034204	1489
FBgn0265537	500
FBgn0265538	175
FBgn0265539	300
FBgn0266862	641
FBgn0034205	1904
FBgn0262882	482
FBgn0265487	15094
FBgn0267955	441
FBgn0034206	509
FBgn0046294	766
FBgn0263708	1528
FBgn0262961	442
FBgn0262568	656
FBgn0267659	410
FBgn0263709	492
FBgn0265444	1568
FBgn0050232	72
FBgn0011879	72
FBgn0010620	1717
FBgn0034210	1908
FBgn0050101	1545
FBgn0016697	945
FBgn0021818	5816
FBgn0022029	3254
FBgn0034214	1782
FBgn0034215	1392
FBgn0025716	1473
FBgn0034217	1188
FBgn0027506	3151
FBgn0034218	1462
FBgn0034219	1930
FBgn0028956	2504
FBgn0034221	1700
FBgn0263233	561
FBgn0024196	527
FBgn0028953	4345
FBgn0034223	3102
FBgn0022987	4432
FBgn0034224	1059
FBgn0262570	8272
FBgn0034225	2253
FBgn0050104	2062
FBgn0050103	2022
FBgn0283508	3471
FBgn0085222	2333
FBgn0034229	1533
FBgn0034230	2992
FBgn0034231	867
FBgn0034232	692
FBgn0263197	7787
FBgn0034237	2682
FBgn0263113	4255
FBgn0085223	655
FBgn0028382	986
FBgn0010409	635
FBgn0034240	8012
FBgn0263076	2672
FBgn0263029	746
FBgn0034242	1337
FBgn0034243	2233
FBgn0040294	3169
FBgn0034245	561
FBgn0250868	433
FBgn0016701	1316
FBgn0034246	5684
FBgn0034247	1590
FBgn0266812	401
FBgn0034248	984
FBgn0266813	552
FBgn0034249	3791
FBgn0029079	832
FBgn0050105	642
FBgn0029006	5365
FBgn0034251	2143
FBgn0264541	409
FBgn0261501	219
FBgn0050333	73
FBgn0050231	73
FBgn0034253	5377
FBgn0265576	1397
FBgn0082922	162
FBgn0004400	1570
FBgn0034255	371
FBgn0050106	2642
FBgn0034258	3321
FBgn0050108	552
FBgn0050109	609
FBgn0265577	228
FBgn0034259	1154
FBgn0016059	4565
FBgn0034261	3677
FBgn0260763	566
FBgn0260764	482
FBgn0034262	2582
FBgn0027872	1382
FBgn0266639	829
FBgn0045800	1065
FBgn0063381	69
FBgn0063385	87
FBgn0063377	73
FBgn0063384	86
FBgn0063383	88
FBgn0063376	73
FBgn0063382	87
FBgn0063388	69
FBgn0063375	77
FBgn0063374	76
FBgn0063380	67
FBgn0063379	67
FBgn0063378	67
FBgn0063387	72
FBgn0063373	77
FBgn0063386	67
FBgn0028494	6244
FBgn0284231	5765
FBgn0034263	1043
FBgn0034264	1402
FBgn0034265	1699
FBgn0034266	3222
FBgn0034267	3483
FBgn0085224	1184
FBgn0034269	2740
FBgn0034270	1872
FBgn0034271	3503
FBgn0034272	1905
FBgn0003545	2460
FBgn0034274	1202
FBgn0034275	1998
FBgn0034276	2750
FBgn0022740	1078
FBgn0027572	2506
FBgn0034277	2201
FBgn0263629	68
FBgn0265589	281
FBgn0034278	569
FBgn0034279	2073
FBgn0028740	1875
FBgn0250851	7194
FBgn0028741	7194
FBgn0262416	92
FBgn0026309	2314
FBgn0026316	999
FBgn0028744	2514
FBgn0028743	4771
FBgn0266808	1023
FBgn0259211	9185
FBgn0041585	5330
FBgn0015522	1746
FBgn0050323	1002
FBgn0034281	711
FBgn0003701	4578
FBgn0034282	2520
FBgn0265590	831
FBgn0011589	5351
FBgn0050325	2470
FBgn0050110	2052
FBgn0283437	2338
FBgn0034283	600
FBgn0034284	501
FBgn0265591	751
FBgn0003140	1175
FBgn0034286	3283
FBgn0265592	601
FBgn0034288	1182
FBgn0034289	1991
FBgn0034290	1357
FBgn0034291	910
FBgn0034292	854
FBgn0054005	694
FBgn0034293	1035
FBgn0034294	1802
FBgn0034295	1221
FBgn0266852	378
FBgn0034296	910
FBgn0266853	1161
FBgn0085415	2180
FBgn0266380	268
FBgn0034299	1007
FBgn0034300	5450
FBgn0034301	4100
FBgn0085225	510
FBgn0003520	5369
FBgn0028983	1297
FBgn0040465	1471
FBgn0001222	2910
FBgn0003044	4384
FBgn0265297	4303
FBgn0083054	137
FBgn0083053	143
FBgn0086600	146
FBgn0062440	701
FBgn0034304	3315
FBgn0000057	2291
FBgn0022238	2402
FBgn0034307	2054
FBgn0034308	3360
FBgn0034310	2146
FBgn0260392	899
FBgn0260401	871
FBgn0027836	2969
FBgn0266854	506
FBgn0034312	2057
FBgn0034313	3491
FBgn0286005	55
FBgn0034314	1674
FBgn0034315	1601
FBgn0053958	2676
FBgn0034317	867
FBgn0034318	677
FBgn0050114	1224
FBgn0266640	1165
FBgn0266849	1801
FBgn0266850	3734
FBgn0000658	3551
FBgn0265593	637
FBgn0265594	500
FBgn0266420	1571
FBgn0053198	1181
FBgn0285917	11326
FBgn0034321	2798
FBgn0034322	788
FBgn0034323	607
FBgn0034324	549
FBgn0034325	675
FBgn0034326	627
FBgn0034327	1033
FBgn0040737	177
FBgn0261700	542
FBgn0262838	390
FBgn0034328	468
FBgn0034329	361
FBgn0034330	281
FBgn0034331	711
FBgn0025583	367
FBgn0040736	769
FBgn0040735	383
FBgn0040734	218
FBgn0040733	198
FBgn0064237	1495
FBgn0063499	1134
FBgn0034335	831
FBgn0063498	890
FBgn0063497	755
FBgn0263770	452
FBgn0263771	276
FBgn0063496	839
FBgn0063495	734
FBgn0063494	751
FBgn0063493	765
FBgn0063492	1122
FBgn0063491	788
FBgn0013983	1518
FBgn0027835	6962
FBgn0034345	2420
FBgn0034346	3594
FBgn0284257	2871
FBgn0261477	3081
FBgn0034350	2533
FBgn0050120	2533
FBgn0261119	1757
FBgn0034351	1453
FBgn0034352	1726
FBgn0028496	8105
FBgn0034354	943
FBgn0262476	5055
FBgn0034356	3516
FBgn0266488	2486
FBgn0003067	2486
FBgn0085419	4909
FBgn0283428	1311
FBgn0050115	6958
FBgn0261587	818
FBgn0034360	1166
FBgn0034361	691
FBgn0034362	783
FBgn0034363	2136
FBgn0034364	1348
FBgn0034366	2395
FBgn0034365	1273
FBgn0266671	2405
FBgn0000566	1478
FBgn0034368	2106
FBgn0050122	4623
FBgn0050227	72
FBgn0011868	71
FBgn0262595	543
FBgn0034371	2023
FBgn0259202	2507
FBgn0034372	2507
FBgn0053136	1250
FBgn0023214	1454
FBgn0265627	5259
FBgn0265626	5259
FBgn0265625	2491
FBgn0262102	945
FBgn0262103	6768
FBgn0034377	761
FBgn0034379	2054
FBgn0034380	2418
FBgn0062961	503
FBgn0053147	5724
FBgn0263522	119
FBgn0034381	1867
FBgn0053998	589
FBgn0050121	2299
FBgn0034382	989
FBgn0034383	1073
FBgn0034387	1782
FBgn0259682	2417
FBgn0034389	4898
FBgn0050229	82
FBgn0264679	1494
FBgn0034390	1310
FBgn0034391	5546
FBgn0034392	1896
FBgn0010651	3288
FBgn0265661	1601
FBgn0034394	2199
FBgn0263337	704
FBgn0267954	734
FBgn0010551	1889
FBgn0034396	3221
FBgn0034397	1932
FBgn0034398	953
FBgn0034399	669
FBgn0034400	8544
FBgn0034401	3403
FBgn0034402	1120
FBgn0034403	1077
FBgn0010053	1486
FBgn0034405	1926
FBgn0034406	1576
FBgn0262479	416
FBgn0262480	502
FBgn0262481	514
FBgn0004240	496
FBgn0034407	449
FBgn0262569	261
FBgn0034408	5165
FBgn0086022	109
FBgn0028669	2935
FBgn0014269	1597
FBgn0041702	1118
FBgn0267351	4357
FBgn0034411	1589
FBgn0265356	6152
FBgn0263473	147
FBgn0263116	4026
FBgn0263083	242
FBgn0034413	777
FBgn0034415	641
FBgn0034416	1536
FBgn0004168	5019
FBgn0050125	1812
FBgn0034417	3391
FBgn0027535	3608
FBgn0034418	2859
FBgn0034419	1772
FBgn0000578	6075
FBgn0263290	740
FBgn0034420	4805
FBgn0263395	5143
FBgn0034422	1270
FBgn0010434	6043
FBgn0004003	1319
FBgn0053454	522
FBgn0053453	618
FBgn0265614	789
FBgn0034423	2332
FBgn0003254	4665
FBgn0034425	2289
FBgn0034426	669
FBgn0034427	1273
FBgn0034428	1013
FBgn0034429	744
FBgn0013954	633
FBgn0034430	1092
FBgn0086358	3976
FBgn0034432	2274
FBgn0034433	2431
FBgn0264753	7035
FBgn0054045	581
FBgn0034435	3245
FBgn0034436	3896
FBgn0034437	2768
FBgn0034438	3189
FBgn0034439	3330
FBgn0034440	2824
FBgn0034441	2738
FBgn0034442	1718
FBgn0261439	2750
FBgn0034443	497
FBgn0267587	350
FBgn0263391	11366
FBgn0263378	1567
FBgn0263464	136
FBgn0028981	82
FBgn0050225	73
FBgn0050326	73
FBgn0012051	3440
FBgn0020440	5619
FBgn0040273	3460
FBgn0013325	1017
FBgn0082987	130
FBgn0034446	709
FBgn0266711	654
FBgn0284243	1869
FBgn0034447	2585
FBgn0002716	2300
FBgn0260934	12693
FBgn0034451	1166
FBgn0034452	4322
FBgn0026378	1923
FBgn0261456	2804
FBgn0034454	1070
FBgn0040732	979
FBgn0034455	1527
FBgn0265665	688
FBgn0050223	72
FBgn0034456	1436
FBgn0034457	1704
FBgn0034458	1899
FBgn0003435	16635
FBgn0262571	553
FBgn0053535	72
FBgn0262170	340
FBgn0034459	2829
FBgn0265666	601
FBgn0265667	601
FBgn0265696	1401
FBgn0261807	663
FBgn0034460	384
FBgn0263515	108
FBgn0262966	415
FBgn0034461	752
FBgn0034462	987
FBgn0265142	238
FBgn0265143	501
FBgn0265144	300
FBgn0265145	1546
FBgn0034463	1190
FBgn0265697	2203
FBgn0262418	80
FBgn0262410	74
FBgn0262464	82
FBgn0262408	69
FBgn0262414	81
FBgn0262443	100
FBgn0262372	69
FBgn0262380	69
FBgn0034464	1250
FBgn0015949	4587
FBgn0028372	2612
FBgn0040730	624
FBgn0085227	532
FBgn0265698	636
FBgn0034467	2011
FBgn0040729	281
FBgn0265699	4982
FBgn0034468	547
FBgn0046880	571
FBgn0046879	972
FBgn0034470	922
FBgn0265702	755
FBgn0034471	532
FBgn0043533	528
FBgn0034472	732
FBgn0050215	74
FBgn0050452	72
FBgn0050218	72
FBgn0011850	72
FBgn0065076	55
FBgn0011849	72
FBgn0011848	72
FBgn0050454	72
FBgn0050220	72
FBgn0050449	72
FBgn0053452	135
FBgn0053451	135
FBgn0053450	135
FBgn0053449	135
FBgn0053448	135
FBgn0053447	135
FBgn0053446	135
FBgn0053445	135
FBgn0053444	135
FBgn0053443	135
FBgn0053442	135
FBgn0053441	135
FBgn0053440	135
FBgn0053439	135
FBgn0053438	135
FBgn0053437	135
FBgn0053436	135
FBgn0053435	135
FBgn0053434	135
FBgn0053433	135
FBgn0053432	135
FBgn0053431	135
FBgn0053430	135
FBgn0053429	135
FBgn0053428	135
FBgn0053427	135
FBgn0053426	135
FBgn0053425	135
FBgn0053424	135
FBgn0053423	135
FBgn0053422	135
FBgn0053421	135
FBgn0053420	135
FBgn0053419	135
FBgn0053418	135
FBgn0053417	135
FBgn0053416	143
FBgn0053415	135
FBgn0053414	135
FBgn0053413	135
FBgn0053412	135
FBgn0053411	135
FBgn0053410	135
FBgn0053409	135
FBgn0053408	135
FBgn0053407	135
FBgn0053406	135
FBgn0053405	134
FBgn0053404	135
FBgn0053403	135
FBgn0053402	135
FBgn0053401	135
FBgn0053400	135
FBgn0053399	135
FBgn0053398	135
FBgn0053397	135
FBgn0053396	135
FBgn0053395	135
FBgn0053394	135
FBgn0053393	135
FBgn0053392	135
FBgn0053391	134
FBgn0053390	135
FBgn0053389	135
FBgn0053388	135
FBgn0053387	135
FBgn0053386	135
FBgn0053385	135
FBgn0053384	135
FBgn0053383	135
FBgn0053382	135
FBgn0053381	135
FBgn0053380	135
FBgn0053379	135
FBgn0053378	135
FBgn0053377	135
FBgn0053376	135
FBgn0053375	135
FBgn0053374	135
FBgn0053373	135
FBgn0053372	135
FBgn0053371	137
FBgn0053370	135
FBgn0053369	135
FBgn0053368	135
FBgn0053367	135
FBgn0053366	135
FBgn0053365	135
FBgn0053364	135
FBgn0053363	144
FBgn0053362	135
FBgn0053361	135
FBgn0053360	135
FBgn0053359	135
FBgn0053358	135
FBgn0053357	135
FBgn0053356	143
FBgn0053355	135
FBgn0053354	135
FBgn0053353	135
FBgn0034473	1260
FBgn0034474	495
FBgn0266766	5443
FBgn0011897	73
FBgn0034475	593
FBgn0034476	6396
FBgn0265762	1174
FBgn0265763	401
FBgn0265764	321
FBgn0043532	1026
FBgn0265653	690
FBgn0034477	2010
FBgn0265765	1201
FBgn0265766	1701
FBgn0265837	351
FBgn0265838	501
