fbgn,BamHSbam_input_1,BamHSbam_input_2,BamHSbam_input_3,BamHSbam_input_4,BamHSbam_polysome_1,BamHSbam_polysome_2,BamHSbam_polysome_3,BamHSbam_polysome_4,BamRNAi_input_1,BamRNAi_input_2,BamRNAi_input_3,BamRNAi_polysome_1,BamRNAi_polysome_2,BamRNAi_polysome_3,TKV_input_1,TKV_input_2,TKV_polysome_1,TKV_polysome_2,youngWT_input_1,youngWT_input_2,youngWT_polysome_1,youngWT_polysome_2
FBgn0038213,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0262983,0,0,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0038214,0,0,3,8,0,0,0,6,1,5,9,5,5,0,3,0,14,0,0,0,0,0
FBgn0027083,247,118,83,265,319,43,186,354,352,299,456,221,430,685,247,173,398,148,333,667,140,617
FBgn0262808,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FBgn0038217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038218,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FBgn0038219,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0003862,1092,1488,2185,1741,1243,387,1823,2127,984,320,1293,73,348,1440,395,231,262,15,1345,1728,182,427
FBgn0267684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0267156,2,0,0,18,0,0,0,32,5,0,12,0,1,45,0,0,0,0,18,102,0,30
FBgn0285913,1018,1289,1610,2180,2738,609,2667,1549,1128,1014,1696,125,1076,2106,674,442,350,167,1252,2629,551,1078
FBgn0038221,63,28,20,36,41,0,27,29,15,28,30,0,5,6,7,6,0,0,11,8,0,7
FBgn0003567,796,810,1215,2387,1460,239,3385,1311,1385,770,2662,222,870,1688,740,521,358,138,1510,2447,417,1140
FBgn0004855,554,354,406,632,1226,61,1096,1096,781,746,1221,364,1499,1080,578,319,1053,411,635,831,691,1456
FBgn0051321,0,18,0,8,81,0,0,5,5,17,16,0,15,10,6,3,0,19,0,7,0,0
FBgn0013767,0,0,18,0,0,0,0,1,1,3,13,0,0,9,3,1,0,0,0,0,0,18
FBgn0011474,723,1199,1674,3335,1388,693,2869,1931,1082,416,1907,48,543,1646,606,286,362,96,1959,2450,728,950
FBgn0038223,663,556,554,1325,608,88,1918,949,770,328,1110,49,411,737,493,218,114,24,599,932,237,332
FBgn0038224,2163,2555,2981,2561,4910,559,5473,3036,4245,5593,5043,1605,6303,4816,2655,2011,3539,2128,4519,4361,3419,8742
FBgn0003480,15,13,18,133,86,0,372,159,84,91,123,0,104,237,107,42,84,32,94,318,24,308
FBgn0024321,548,655,801,492,794,190,494,353,1021,760,1428,75,686,514,331,198,68,48,245,412,28,154
FBgn0051320,107,25,129,234,333,1,229,141,226,98,350,65,108,225,88,52,72,29,135,225,6,80
FBgn0086058,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FBgn0266248,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,3,0,0,0
FBgn0038225,0,0,0,2,0,0,0,3,3,5,3,7,0,2,0,0,0,0,3,0,0,0
FBgn0285955,545,772,1071,488,943,202,803,413,1192,544,1277,111,528,500,242,248,158,57,289,431,156,63
FBgn0262327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0085417,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,1,9,0,5,7,18,16
FBgn0265065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0265066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038233,260,144,254,557,494,67,1017,647,230,223,455,23,438,471,186,134,211,67,385,607,157,513
FBgn0038234,92,149,239,447,558,148,978,508,409,375,830,270,714,853,316,146,536,367,499,1057,411,1328
FBgn0038235,156,259,326,473,596,98,713,364,306,247,731,97,322,623,133,91,137,86,369,694,243,300
FBgn0038237,81,125,76,51,100,3,0,37,143,86,156,14,189,131,14,44,0,9,90,160,30,45
FBgn0085302,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
FBgn0038236,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0
FBgn0267685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0267686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0267687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FBgn0038238,0,0,0,1,0,0,0,1,3,6,2,0,25,2,3,1,0,24,0,1,0,2
FBgn0038239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038241,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038242,0,0,5,2,0,0,0,3,7,12,16,0,13,1,0,0,0,0,0,2,0,0
FBgn0051313,186,64,171,71,268,2,86,92,421,499,417,1052,843,310,103,151,456,308,137,276,44,882
FBgn0038243,354,221,397,310,496,5,474,481,773,1191,883,630,2013,518,192,256,689,405,147,307,102,377
FBgn0264904,0,16,0,40,33,1,0,53,49,45,68,6,58,55,36,7,58,42,23,37,41,31
FBgn0004629,1402,819,1089,499,2244,266,1148,1111,892,2212,1164,973,3331,657,468,574,1136,1530,314,660,252,1217
FBgn0038244,994,1411,1644,3325,3336,234,2719,4111,1590,848,2519,228,1637,2919,993,520,1568,285,2888,3498,1012,2026
FBgn0264903,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0020299,615,756,1047,447,2219,167,422,426,883,643,1084,193,842,349,245,240,180,63,148,120,16,100
FBgn0267865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038246,0,0,0,1,0,0,0,1,1,0,1,0,0,0,6,0,0,0,0,0,0,0
FBgn0003169,968,1331,1234,1581,3376,258,1786,1812,1945,1230,2923,269,2592,1949,1008,587,1669,561,1021,2141,507,1484
FBgn0013981,17317,20698,22886,11003,28852,10002,31207,27689,8565,10123,18993,2590,18179,16954,5951,3404,11123,8696,5818,8475,7203,14498
FBgn0038248,50,68,16,21,62,0,0,23,13,4,34,0,12,24,11,6,0,2,3,1,0,0
FBgn0038247,23,46,24,35,72,0,7,10,50,15,163,0,28,95,36,12,0,0,141,135,32,13
FBgn0086686,1577,3415,4202,2878,2873,911,4625,2228,2112,1109,2388,156,798,2013,846,400,233,114,1902,2301,308,732
FBgn0038250,68,93,223,45,523,0,70,77,190,310,104,92,488,67,59,93,156,85,23,41,38,59
FBgn0038251,304,166,288,850,450,125,893,744,485,456,1063,105,778,1086,442,222,555,329,346,1173,201,699
FBgn0025808,363,187,236,718,545,2,942,666,362,265,625,28,396,527,323,145,341,85,295,567,135,403
FBgn0038252,304,335,298,4842,221,24,6234,2422,675,453,2330,157,769,4658,1050,419,834,378,1653,8533,700,2003
FBgn0265140,927,860,1438,1746,1998,12,1680,1318,1050,558,1488,131,785,1160,483,338,291,94,858,1224,336,497
FBgn0262127,1052,981,1348,1198,2048,457,2653,841,1123,608,1759,79,549,1059,531,329,167,59,1110,1162,227,457
FBgn0038256,447,347,206,1058,572,71,1965,1213,895,679,1159,217,915,2046,691,395,1112,350,1337,2968,708,1920
FBgn0011217,12698,16977,19734,21628,21168,5542,27560,21632,11162,10732,18886,1331,9622,13107,6788,3710,4666,1547,16558,14865,6629,6050
FBgn0263929,964,872,1539,2368,1258,253,2329,1976,1600,766,2173,48,608,1772,824,416,324,92,1242,2329,211,618
FBgn0038257,70,0,13,8,29,0,44,6,187,83,14,99,82,96,67,78,107,92,135,115,55,201
FBgn0038258,0,0,0,8,0,0,0,1,0,0,0,0,0,13,0,0,0,0,31,40,0,8
FBgn0038260,77,95,76,42,90,0,28,55,124,166,113,108,298,63,62,79,275,186,8,26,0,31
FBgn0038261,0,0,9,7,16,0,0,4,14,15,11,0,28,8,12,4,0,0,1,2,0,7
FBgn0038262,0,0,0,6,0,0,0,8,22,17,7,0,25,12,4,8,26,0,2,7,19,28
FBgn0266756,886,803,751,825,832,14,1980,984,955,373,1474,141,442,1026,552,339,297,136,1200,1378,286,426
FBgn0267688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038268,219,117,238,451,376,31,440,464,297,165,445,15,263,429,162,111,240,62,308,540,108,292
FBgn0038269,534,895,502,1234,825,48,1559,732,872,471,1538,99,448,1242,535,310,265,79,1154,1428,517,814
FBgn0067628,88,225,146,217,416,3,259,339,126,149,278,34,216,252,133,64,173,50,148,399,221,391
FBgn0067629,249,259,312,709,426,202,699,935,323,218,780,90,697,823,240,202,469,338,312,784,286,457
FBgn0004597,153,371,293,431,858,5,810,896,528,692,705,394,1186,680,450,259,1229,395,358,687,382,1273
FBgn0038271,3127,2270,2384,4776,9424,668,8196,7612,7024,7803,8041,6745,10248,10355,5482,3337,11814,3980,7638,11164,6677,22014
FBgn0038272,445,532,301,736,798,258,720,856,1129,1084,2275,1121,1812,1298,834,493,1832,798,793,1476,583,2162
FBgn0038273,44,61,49,133,224,0,150,146,112,117,254,19,137,180,106,59,139,31,73,225,5,130
FBgn0038274,642,439,614,1376,2158,143,2208,1658,1218,912,1800,691,1356,1536,940,526,2218,538,1007,1733,610,1722
FBgn0038275,306,370,368,743,438,72,1623,624,531,456,1485,132,797,1353,393,268,565,250,971,1757,602,1296
FBgn0262514,45,0,18,0,0,0,0,4,1,5,0,0,0,0,0,4,1,0,0,0,0,0
FBgn0038277,3879,4144,4286,9297,8640,1718,15115,10433,8904,8742,13087,12978,8502,20662,12263,5231,28893,7734,16015,23489,11688,43870
FBgn0028662,2744,1851,1909,2351,6509,905,3278,2747,5048,5840,5138,963,4333,4461,2325,1519,1391,765,2097,4191,1901,2678
FBgn0267918,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038279,1,0,14,239,69,0,123,162,67,27,103,10,43,196,45,34,23,6,99,260,5,156
FBgn0267158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0267159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
FBgn0038282,0,0,0,0,0,0,0,0,7,4,4,0,8,2,4,0,0,0,4,2,0,0
FBgn0038285,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038286,2072,2718,3418,4084,3093,531,4083,3031,1540,910,2451,126,1129,2284,887,528,669,227,1476,3175,463,1118
FBgn0261859,780,704,1049,848,1519,461,1757,920,2343,968,2684,226,1495,928,593,464,468,120,611,911,56,323
FBgn0262315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038290,29,141,277,193,513,2,198,146,364,240,697,46,195,346,142,145,95,69,165,271,220,122
FBgn0267160,206,125,410,214,200,0,143,182,334,222,529,20,351,264,135,87,141,34,153,182,28,76
FBgn0038291,41,39,22,21,48,0,53,22,16,26,27,21,45,16,21,31,25,1,84,74,94,154
FBgn0038292,0,19,29,13,46,0,67,7,34,42,78,11,116,75,22,44,94,19,16,69,33,169
FBgn0266064,901,733,1157,4085,2322,94,3767,4605,2505,1854,3169,645,3930,3787,1657,860,3047,1032,2731,4829,1660,3288
FBgn0038295,0,15,8,10,29,1,0,11,12,15,17,0,38,5,1,14,14,7,1,6,0,0
FBgn0038294,16473,21003,23992,6176,23623,6394,14378,3768,13222,19387,26135,1478,10050,5263,3828,4370,2159,1464,2002,3749,656,1547
FBgn0038296,111,305,191,553,543,0,341,472,180,100,288,0,155,296,150,70,168,22,125,305,73,114
FBgn0263633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0260659,1132,865,945,1604,2066,243,1426,1742,1480,1190,2535,418,2082,2024,1030,496,1028,631,745,2322,404,1170
FBgn0028984,4261,1655,2020,1870,13068,737,3040,1461,10394,11861,9131,2073,14593,3855,2483,3181,2812,2695,805,2056,388,1456
FBgn0038299,0,7,12,9,102,0,46,11,14,9,22,29,42,34,5,16,18,30,26,28,0,29
FBgn0038300,283,130,243,699,574,248,342,687,535,477,917,200,831,801,433,206,481,272,261,787,307,419
FBgn0038301,65,305,346,534,721,72,426,452,373,209,541,45,419,394,259,149,601,186,216,368,127,327
FBgn0038302,235,175,132,323,376,2,831,405,313,313,747,276,727,639,142,82,424,319,269,633,154,616
FBgn0038303,426,448,544,877,754,225,1085,908,828,614,1593,176,846,794,512,254,674,194,467,895,290,582
FBgn0038304,504,556,433,797,1155,122,1101,895,660,379,909,138,903,734,313,190,461,116,482,924,174,550
FBgn0283562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051155,398,315,260,521,711,202,920,678,752,666,1057,407,1536,935,448,276,1031,599,359,1077,275,969
FBgn0051344,306,130,152,360,1018,65,352,684,650,566,838,820,1298,648,418,264,909,676,236,508,96,1046
FBgn0263979,1362,931,1031,2310,2743,666,4485,2779,3392,1994,5570,1202,5684,4683,2390,1196,5073,1768,2484,4309,1449,3398
FBgn0038306,485,590,311,1602,1099,108,3488,1450,1080,735,2131,350,1519,2449,931,485,1150,637,2170,3425,1226,3814
FBgn0038307,382,321,184,726,778,16,1663,1148,865,724,1367,632,1386,2185,716,332,1587,840,1142,2003,1421,4223
FBgn0085345,19,74,0,27,74,0,0,39,18,22,47,0,27,22,16,47,58,31,8,14,14,12
FBgn0263448,0,23,21,9,0,0,0,13,5,9,15,0,0,11,0,7,0,1,0,2,0,0
FBgn0045035,916,1243,1319,1494,2619,416,1505,1240,1335,384,2006,90,555,933,541,357,311,155,596,741,134,189
FBgn0266599,79880,68746,83514,134029,172944,14062,125222,104318,77161,59615,125300,7674,42051,99771,55827,28043,41266,9084,113646,123604,59156,84792
FBgn0038309,23,0,0,5,77,0,0,11,11,21,9,13,17,4,3,0,31,6,2,1,0,0
FBgn0259823,405,754,863,363,951,82,222,329,333,203,633,43,166,151,200,133,94,23,21,13,0,11
FBgn0263740,2309,2293,2071,4336,4468,1039,9073,3829,4174,3507,7826,785,4311,7190,3095,1626,3582,1528,5581,10086,2610,7747
FBgn0263755,78,114,150,380,424,186,167,403,257,188,430,94,174,476,195,100,245,91,393,698,226,372
FBgn0014879,1572,2595,1868,4295,3486,879,10970,3312,4055,2554,7976,903,5022,7531,1849,1287,2453,1321,4133,9826,2120,5952
FBgn0016691,1701,962,1425,2104,4391,924,5082,5398,4695,6644,5679,15231,13527,7758,3458,2235,17555,6878,4037,6870,6851,30301
FBgn0038311,162,122,53,82,251,0,419,99,192,93,451,64,132,185,86,52,157,23,13,19,4,4
FBgn0038312,97,175,182,204,486,85,727,366,350,236,699,241,526,607,316,124,640,179,307,471,138,490
FBgn0000283,1752,2883,2419,6238,2370,280,5709,3634,2787,1216,4524,278,1296,3355,1469,938,687,309,3226,4444,969,1473
FBgn0038313,215,150,108,382,390,0,397,395,366,435,678,218,466,680,348,159,430,346,336,655,449,844
FBgn0267750,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0
FBgn0027378,560,324,358,965,895,273,1086,849,572,520,1000,239,978,992,413,288,492,207,675,1339,339,1007
FBgn0011476,206,147,191,299,261,31,438,281,141,191,453,27,303,409,115,62,178,102,229,486,101,422
FBgn0003721,17731,17045,20838,12509,33681,5647,22784,7975,19532,27121,25694,6723,25166,12206,6293,6961,7001,6758,5988,12119,2018,5893
FBgn0266745,0,16,0,14,2,0,0,14,12,16,26,0,17,5,3,5,8,0,9,21,0,32
FBgn0004117,18184,14814,18534,6554,33925,5512,11591,4391,13307,22035,16990,3050,19971,4660,4130,6365,3077,3564,1571,2887,974,1899
FBgn0038315,0,36,5,3,0,0,0,11,14,4,8,23,0,1,3,3,9,0,0,2,0,0
FBgn0038316,364,251,387,621,928,27,1091,927,537,468,545,153,682,684,420,214,497,173,486,780,236,571
FBgn0264832,0,0,10,0,0,0,0,8,8,3,15,0,2,5,6,1,14,0,1,4,0,0
FBgn0026441,678,758,1052,1582,1447,237,1732,1191,677,401,1285,56,354,753,393,225,239,70,724,914,329,391
FBgn0038318,465,165,570,1064,1329,107,1156,1653,1167,951,1620,330,1936,1408,859,478,1838,453,940,1667,360,1030
FBgn0000533,0,57,6,405,35,5,746,469,180,130,177,162,270,516,211,72,291,81,419,1049,380,1218
FBgn0038319,177,100,242,632,1117,260,1083,911,592,699,1361,849,1058,1664,594,392,1623,782,983,1678,1608,2690
FBgn0013269,2285,2918,2418,8413,4228,595,12640,6399,6659,4012,17311,1875,6959,13649,4562,2870,5529,2522,9122,19910,4694,13655
FBgn0038320,1362,2079,2291,2905,3093,289,3909,2626,2995,1707,4702,357,2963,2609,1363,724,1617,494,2024,3122,549,1552
FBgn0038321,319,149,274,322,448,117,776,409,180,290,751,65,302,684,256,79,350,59,270,713,169,687
FBgn0021750,172,103,249,552,506,91,402,680,457,381,870,262,663,908,389,169,506,212,562,1114,359,1134
FBgn0019925,1762,1284,1396,2087,3806,639,4035,2258,2237,2003,2961,508,3510,2768,1334,741,2237,731,1621,2783,590,2639
FBgn0051301,318,505,378,1677,1031,137,2458,1912,1150,978,1887,390,2807,2428,893,540,1684,994,1548,2758,1413,2865
FBgn0261680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266722,64,58,57,86,195,31,215,179,93,159,258,154,225,232,85,69,347,215,116,218,209,370
FBgn0038324,264,115,151,153,282,42,147,140,140,106,296,18,165,134,68,31,89,16,87,154,87,36
FBgn0038325,617,520,497,612,1391,270,1699,658,703,403,1136,98,833,671,509,294,450,105,527,862,179,396
FBgn0038326,750,629,854,1261,1442,237,2096,1284,1207,922,1861,254,1788,1966,768,454,888,379,1258,2402,926,2206
FBgn0026634,346,136,296,922,848,212,1003,687,643,468,930,193,793,715,363,222,526,289,495,952,401,801
FBgn0038327,162,332,297,613,921,100,894,543,799,934,1960,463,1607,1159,490,323,766,604,355,1116,106,901
FBgn0026737,192,226,392,768,1151,63,1780,868,772,645,1335,236,1064,1106,500,306,625,430,329,1011,376,792
FBgn0085433,295,366,370,361,1069,2,284,624,525,354,859,40,447,528,212,162,177,92,246,369,128,228
FBgn0038330,228,360,256,212,255,0,285,326,308,235,671,86,364,219,141,146,138,73,47,73,11,21
FBgn0038332,31,151,114,75,275,69,264,130,157,131,264,56,242,203,110,54,196,116,72,146,13,159
FBgn0038331,1307,2160,2011,1508,2143,730,3210,1908,1934,2056,3088,137,2571,2179,856,521,839,452,1034,2299,216,1522
FBgn0262483,1,131,112,32,33,0,32,39,0,2,4,0,1,1,0,1,0,0,0,3,0,0
FBgn0038334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038337,0,0,0,15,0,1,162,19,161,83,266,194,84,117,141,52,456,110,14,59,101,34
FBgn0267725,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
FBgn0041188,1741,2139,3080,3066,4347,738,4432,2628,2260,989,4153,238,1083,2946,966,548,438,189,2741,2728,865,1063
FBgn0267571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0262367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0262429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0262397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038339,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0000047,69,27,137,15,46,0,1,17,68,93,2,36,94,7,28,76,84,38,59,16,0,5
FBgn0038341,509,870,1024,585,1924,9,1972,747,3258,2203,3496,419,2807,1405,974,1056,940,375,635,821,310,354
FBgn0038342,0,18,7,7,23,1,0,14,66,55,103,51,65,35,44,15,131,44,0,1,0,0
FBgn0019940,0,13,0,6,0,0,0,10,10,6,12,0,17,0,6,10,15,5,0,1,0,0
FBgn0038343,0,0,0,0,0,0,0,0,3,0,0,6,0,5,0,0,0,0,0,0,0,0
FBgn0038344,217,403,477,1196,1030,110,1095,1404,1149,348,1399,107,659,826,427,302,445,199,1148,1210,391,528
FBgn0038345,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0
FBgn0264776,42,0,0,7,73,0,0,7,5,16,9,0,21,65,0,27,0,29,16,75,57,405
FBgn0264775,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,31,0,0,0,0,0
FBgn0051296,19,0,0,28,0,0,0,33,0,0,3,0,0,3,0,0,0,0,6,1,0,0
FBgn0267408,359,393,543,1167,1512,266,813,1654,720,597,408,374,782,804,274,265,324,308,909,1392,744,1878
FBgn0038348,159,63,146,107,156,0,44,124,75,49,60,0,35,7,29,24,20,4,0,16,0,42
FBgn0038349,1836,1214,1798,2726,3251,258,1778,2282,1848,1010,1835,336,1538,1842,755,568,534,408,1667,2723,533,1442
FBgn0038350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0263040,0,0,0,2,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,3,0,0
FBgn0263041,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
FBgn0053207,0,83,19,16,93,1,0,8,68,35,65,13,43,76,31,12,11,21,14,41,0,14
FBgn0264431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051446,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,20,0,25,74,35,0,94
FBgn0038353,68,69,51,35,122,0,467,26,92,72,131,14,97,313,26,268,9,297,294,440,231,956
FBgn0267195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0267196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038354,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,2,0,0
FBgn0051294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0085303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038355,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038358,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038360,488,319,312,685,1066,120,790,553,532,493,1032,160,557,850,369,236,431,166,350,1041,244,541
FBgn0038361,0,0,15,16,92,0,0,4,6,3,29,0,13,13,8,3,0,9,4,8,0,0
FBgn0000246,1571,1645,1920,1546,3125,493,1862,880,3372,2030,7129,448,2406,2356,1385,852,543,251,645,810,190,316
FBgn0038363,321,600,468,451,655,326,692,721,558,671,1351,130,923,1132,362,246,802,503,450,789,421,1739
FBgn0262527,929,1511,1843,3284,2493,606,3455,2949,2262,1075,4404,309,1319,2888,1276,618,806,217,2419,3816,819,1066
FBgn0038365,0,0,17,37,0,0,0,18,4,3,4,0,0,0,0,1,0,0,5,3,0,0
FBgn0267551,58,58,75,37,114,0,49,60,25,5,24,0,6,17,11,10,52,4,13,2,0,0
FBgn0026616,30,44,279,670,285,37,918,651,551,246,718,55,232,1003,381,175,258,64,657,1734,103,520
FBgn0266738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0003227,208,180,150,222,117,2,339,177,579,315,1125,115,577,418,197,169,315,62,186,382,46,158
FBgn0038366,0,0,0,1,0,0,0,7,0,2,1,0,3,7,0,0,0,0,0,3,0,10
FBgn0263023,0,6,0,1,0,0,0,2,4,0,12,0,0,5,11,3,0,0,0,2,0,0
FBgn0263022,42,23,29,10,16,85,0,22,32,24,50,0,57,13,5,1,14,0,0,1,0,0
FBgn0038369,715,810,493,591,693,340,1380,663,912,1297,1795,554,1909,1379,636,371,893,495,450,981,471,1358
FBgn0017567,537,653,542,865,1852,124,1786,1539,1274,1286,1618,2204,2568,1831,818,584,2477,1339,1095,2004,975,4471
FBgn0263525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0003483,2753,2966,3131,4074,3558,932,4406,2184,6061,2137,9686,572,3023,3401,2290,1447,1453,963,2159,3023,1159,1743
FBgn0038371,29,53,48,68,207,0,63,103,74,85,128,59,239,130,42,17,59,45,72,123,87,147
FBgn0265048,154,47,99,67,283,0,97,90,399,218,477,23,372,178,106,109,75,102,50,75,107,125
FBgn0038373,0,17,5,7,0,0,2,0,9,19,18,0,0,7,4,3,36,3,0,0,0,0
FBgn0038376,513,467,554,1825,1766,211,1723,1981,1229,934,1592,411,1457,1514,720,416,1618,390,1070,2325,279,1495
FBgn0051183,61,26,39,58,97,0,306,100,68,49,160,6,57,68,25,33,18,33,49,40,20,5
FBgn0038377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0027657,301,311,553,966,854,9,1552,924,1627,2878,1883,540,3631,1681,672,844,532,822,1011,1753,605,1531
FBgn0051292,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
FBgn0038381,288,153,115,454,542,130,347,580,359,388,354,156,610,598,239,131,328,218,507,766,453,907
FBgn0266566,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0038385,0,88,55,23,70,1,77,30,13,19,37,0,0,33,21,3,60,3,36,21,1,14
FBgn0267692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0085305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0038386,0,0,0,0,0,0,44,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0
FBgn0038387,222,225,370,610,323,5,741,638,409,363,509,78,538,539,208,164,422,278,408,773,150,566
FBgn0013334,1035,1592,1798,1482,1943,237,2212,886,1516,940,2862,168,766,1374,556,299,296,109,838,1354,232,338
